bird,year,timestamp,lat,lon,bird_type,displacement_km,displacement_km_log,move_direction,ground_speed,is_moving,u_925,v_925,w_925,t_925,z_925,q_925,u_850,v_850,w_850,t_850,z_850,q_850,u_700,v_700,w_700,t_700,z_700,q_700,ws_925,ws_850,ws_700,wspeed_850,lapse_rate,daylength_h,bird_Art,bird_Bea,bird_Bergen,bird_Caley,bird_Clyde,bird_Hudson,bird_Isabel,bird_Jill,bird_Whit
Art,2012,2012-09-13 16:00:00,41.22433,-75.342,wind,17.719352481463247,2.9295578807857847,236.82257629435082,8.231111111,1,2.1466064453125,2.320648193359375,-0.0058040618896484375,290.119873046875,8898.1484375,0.007192282006144524,2.792083740234375,2.3621826171875,0.04146289825439453,288.13330078125,15910.90625,0.0021897098049521446,-1.24755859375,4.1904144287109375,-0.11028289794921875,280.441650390625,31805.9453125,0.0023535045329481363,-3.0666030377023197,-3.629583654245559,-1.2489534310801802,3.657271979142919,9.67822265625,12.540833333333333,1,0,0,0,0,0,0,0,0
Art,2012,2012-09-13 17:00:00,41.08667,-75.61933,wind,27.810156944661692,3.3607279966574994,236.69594137196822,8.745555556,1,1.7682647705078125,2.677703857421875,-0.09063339233398438,290.686767578125,8889.421875,0.007105175405740738,2.2719573974609375,2.431915283203125,0.012464523315429688,287.646728515625,15904.91015625,0.0023813878651708364,-0.7331390380859375,4.766998291015625,-0.07895278930664062,280.2197265625,31785.71484375,0.002529700519517064,-2.948138988027368,-3.234151316058618,-2.004738570539658,3.328062854057058,10.467041015625,12.538333333333334,1,0,0,0,0,0,0,0,0
Art,2012,2012-09-13 18:00:00,41.00017,-76.0225,wind,35.153089643936234,3.5877624122814527,254.25304202840778,14.91888889,1,1.71527099609375,2.7377777099609375,-0.10938262939453125,292.0146484375,8834.1484375,0.006541347596794367,2.293731689453125,2.52215576171875,-0.055511474609375,285.890625,15865.1953125,0.004626813344657421,0.5836639404296875,5.5780792236328125,-0.036408424377441406,280.1796875,31732.67578125,0.002621966414153576,-2.393899981417118,-2.8921333403797744,-2.075590118278063,3.409175083443585,11.8349609375,12.536944444444444,1,0,0,0,0,0,0,0,0
Art,2012,2012-09-13 19:00:00,40.9715,-76.3505,wind,27.71557356699229,3.357439608589776,263.5025709091906,8.745555556,1,1.6361236572265625,2.69793701171875,-0.0782175064086914,292.729248046875,8791.6796875,0.006354093085974455,1.84478759765625,2.671051025390625,-0.039649009704589844,285.904296875,15838.0625,0.005710671190172434,1.2421112060546875,5.540557861328125,0.007786750793457031,280.1171875,31699.140625,0.002665839157998562,-1.9309095867886215,-2.1351908835855715,-1.8610949880501173,3.2461908232121273,12.612060546875,12.536388888888888,1,0,0,0,0,0,0,0,0
Art,2012,2012-09-13 20:00:00,40.9085,-76.65367,wind,26.41109996684126,3.3109480396386983,254.71815904529024,8.745555556,1,1.39544677734375,2.2907562255859375,0.06112957000732422,292.814453125,8737.890625,0.0067444611340761185,1.5999298095703125,2.169677734375,0.07857799530029297,286.00048828125,15788.37109375,0.006328164599835873,1.4341583251953125,6.6387786865234375,0.022192001342773438,280.05322265625,31640.34375,0.002600967651233077,-1.9498736882207153,-2.115214069839697,-3.1332131252332465,2.6957887281080337,12.76123046875,12.535277777777777,1,0,0,0,0,0,0,0,0
Art,2012,2012-09-13 21:00:00,40.74667,-76.83333,wind,23.501357283406463,3.1987285153389085,220.09068132835566,11.83222222,1,1.0347137451171875,2.414031982421875,0.02588653564453125,293.044921875,8724.82421875,0.006204632110893726,1.10638427734375,2.12689208984375,0.07416248321533203,286.174072265625,15779.1015625,0.005779260769486427,0.641632080078125,5.7515411376953125,-0.022238731384277344,279.94287109375,31625.3515625,0.0025561251677572727,-2.51315243622574,-2.339638675479803,-4.813289939629739,2.3974478369702577,13.10205078125,12.532777777777778,1,0,0,0,0,0,0,0,0
Art,2012,2012-09-13 22:00:00,40.69267,-77.20233,wind,31.672130469815528,3.4865224352962554,259.19190467236854,14.40444444,1,-0.26385498046875,3.245361328125,0.1622161865234375,292.24462890625,8687.68359375,0.007055405527353287,2.153594970703125,1.1945648193359375,0.27297210693359375,286.478515625,15733.1640625,0.0061312951147556305,0.861175537109375,6.4375152587890625,0.10342025756835938,280.056884765625,31593.44921875,0.002474808366969228,-0.3493960862598225,-2.3393967597529723,-2.0530624489301665,2.462713220298477,12.187744140625,12.531944444444445,1,0,0,0,0,0,0,0,0
Art,2012,2012-09-14 14:00:00,40.59267,-77.50667,wind,13.878283121193405,2.699902641107744,241.66425567523342,1.543333333,1,2.613494873046875,3.5521697998046875,-0.04782390594482422,290.185791015625,8495.984375,0.00570280384272337,1.54541015625,1.4369659423828125,-0.09818649291992188,286.12548828125,15510.09375,0.004912109114229679,3.46588134765625,4.1559906005859375,-0.08452320098876953,278.408935546875,31283.4375,0.0021321855019778013,-3.9863422932553165,-2.0422790950291834,-5.023192970066695,2.1102520395935587,11.77685546875,12.48611111111111,1,0,0,0,0,0,0,0,0
Art,2012,2012-09-14 16:00:00,40.43333,-77.74767,wind,20.909802397738655,3.086934134750578,224.61034049414653,10.28888889,1,1.312530517578125,2.29986572265625,0.05397987365722656,290.507080078125,8462.1171875,0.0072018541395664215,3.7063751220703125,0.53594970703125,0.10106468200683594,285.958251953125,15488.18359375,0.006741661578416824,4.1938629150390625,5.5423583984375,-0.06393241882324219,278.023681640625,31234.328125,0.00223976350389421,-2.559038787275901,-2.9844610750013936,-6.890873662662264,3.7449243829440144,12.4833984375,12.483611111111111,1,0,0,0,0,0,0,0,0
Art,2012,2012-09-14 17:00:00,40.368,-77.94917,wind,18.544706500250108,2.9727044825166704,247.00365632376304,16.46222222,1,1.24920654296875,1.685333251953125,-0.003570556640625,292.24658203125,8442.546875,0.007431081496179104,3.85498046875,-0.0910797119140625,0.09451961517333984,285.939208984375,15483.8828125,0.006889881566166878,4.8168792724609375,5.197509765625,-0.1005258560180664,277.845458984375,31228.73046875,0.00218595820479095,-1.8083449940944534,-3.513042017742618,-6.464604386314259,3.8560562662344955,14.401123046875,12.482777777777779,1,0,0,0,0,0,0,0,0
Art,2012,2012-09-14 18:00:00,40.21367,-78.10683,wind,21.755550417211673,3.12480909002298,217.97780146373535,11.31777778,1,1.5670928955078125,1.7335052490234375,-0.016295433044433594,293.3203125,8386.75,0.007482987828552723,2.9235382080078125,1.1635589599609375,-0.02438068389892578,286.24169921875,15452.015625,0.007429308723658323,6.098358154296875,4.7637939453125,0.04593372344970703,277.72998046875,31191.69140625,0.002144708763808012,-2.330754379177467,-2.716191588781145,-7.507718922280338,3.146576728285346,15.59033203125,12.480555555555556,1,0,0,0,0,0,0,0,0
Art,2012,2012-09-14 19:00:00,39.95683,-78.26083,wind,31.42099279049448,3.4788061386176405,204.6925500673324,10.80333333,1,1.942901611328125,1.7135772705078125,-0.12653160095214844,294.51953125,8349.765625,0.007527284324169159,2.9885101318359375,1.2950592041015625,-0.21397113800048828,287.381591796875,15443.3828125,0.007489848416298628,7.1883087158203125,3.6462554931640625,0.18282127380371094,277.66552734375,31186.65234375,0.002164610428735614,-2.3685371446603893,-2.42508917438795,-6.315759370377778,3.257049454677381,16.85400390625,12.476944444444445,1,0,0,0,0,0,0,0,0
Art,2012,2012-09-14 20:00:00,39.74033,-78.43967,wind,28.506746778118337,3.3846189415399173,212.43990419259282,9.26,1,2.822967529296875,1.0020599365234375,-0.05516242980957031,295.2138671875,8275.9140625,0.007287801243364811,3.402618408203125,0.86358642578125,-0.19341087341308594,288.095703125,15385.99609375,0.007247464265674353,8.183349609375,2.4985198974609375,-0.09226417541503906,277.733642578125,31135.9140625,0.001753383781760931,-2.3599743269315487,-2.554042234339662,-6.498306276868922,3.510497620941567,17.480224609375,12.473888888888888,1,0,0,0,0,0,0,0,0
Art,2012,2012-09-14 21:00:00,39.44967,-78.52483,wind,33.13336549281528,3.5302753661091764,192.74939820719356,13.89,1,2.6775054931640625,-0.09429931640625,-0.20957088470458984,295.704833984375,8288.67578125,0.0067589906975626945,3.3763427734375,0.01605224609375,-0.45780467987060547,288.590576171875,15408.21875,0.006732495967298746,8.275039672851562,1.2207183837890625,-0.15639495849609375,277.450927734375,31153.65625,0.001851372537203133,-0.4989168327785468,-0.7607720737735222,-3.01681638932292,3.376380932055547,18.25390625,12.469722222222222,1,0,0,0,0,0,0,0,0
